IDNO | PAYMENT_NO | RefReceiptNO | R_DATE | R_MONEY | R_BANK | R_PRNDATE | PayType
110-05026 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05027 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05031 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05042 | 38 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05042 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05047 | 14 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05050 | 13 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05050 | 14 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05050 | 15 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05050 | 16 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05053 | 29 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05053 | 30 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05053 | 31 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05053 | 32 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05053 | 33 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05057 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05063 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05070 | 11 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05070 | 12 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05070 | 13 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05070 | 14 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05071 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05071 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05084 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05089 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05094 | 23 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05094 | 24 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05095 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05103 | 9 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05104 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05105 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05105 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05109 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05110 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05110 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05113 | 30 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-05118 | 15 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06019 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06021 | 25 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06024 | 10 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06024 | 8 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06024 | 9 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06027 | 44 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06027 | 45 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06028 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06029 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06029 | 7 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06029 | 8 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06034 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06036 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06036 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06041 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06043 | 11 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06043 | 12 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06043 | 13 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06044 | 26 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06045 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06047 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06055 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06055 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06056 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06056 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06059 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06059 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06062 | 29 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06062 | 30 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06083 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06083 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06084 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06084 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06085 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06085 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06086 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06086 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06088 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06089 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06095 | 48 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06104 | 1 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06105 | 34 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06107 | 32 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06107 | 33 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06112 | 44 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06124 | 1 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06124 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06124 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06125 | 27 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06125 | 28 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06125 | 29 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06129 | 15 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06131 | 36 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06132 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06135 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06135 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-06135 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07002 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07003 | 25 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07003 | 26 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07004 | 13 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07004 | 14 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07004 | 15 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07005 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07005 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07008 | 30 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07008 | 31 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07009 | 10 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07020 | 28 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07020 | 29 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07020 | 30 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07020 | 31 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07022 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07026 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07026 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07027 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07027 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07028 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07028 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07029 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07029 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07030 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07030 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07031 | 29 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07032 | 38 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07034 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07034 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07044 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07044 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07050 | 17 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07050 | 18 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07050 | 19 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07050 | 20 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07051 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07051 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07056 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07058 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07058 | 47 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07060 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07060 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07060 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07060 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07063 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07065 | 45 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07065 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07070 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07071 | 36 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07072 | 16 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07072 | 17 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07075 | 35 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07076 | 41 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07077 | 36 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07082 | 29 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07082 | 30 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07082 | 31 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-07083 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08001 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08003 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08010 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08011 | 45 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08011 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08017 | 12 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08024 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08024 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08024 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08026 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08040 | 26 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08040 | 27 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08041 | 29 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08041 | 30 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08042 | 23 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08042 | 24 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08043 | 43 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08043 | 44 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08045 | 17 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08045 | 18 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08045 | 19 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08046 | 11 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08047 | 44 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08047 | 45 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08049 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08050 | 45 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08053 | 45 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08053 | 46 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08054 | 23 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08056 | 14 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08057 | 10 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08057 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08057 | 7 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08057 | 8 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-08057 | 9 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
